src_entity_id,dst_entity_id,yyyymm,amount,category
3,120,2024-05,10353.01,raw_materials
3,120,2024-06,10637.22,utilities
120,3,2024-06,2127.44,services
3,120,2024-08,7345.25,services
3,120,2024-10,11649.31,utilities
3,120,2024-11,8790.6,logistics
3,120,2024-12,7239.39,logistics
120,3,2024-12,1447.88,services
3,120,2025-01,12564.79,services
3,120,2025-02,7253.3,retail_pos
3,120,2025-03,4519.69,utilities
3,120,2025-04,7719.54,utilities
3,120,2025-05,8583.5,logistics
3,5,2024-03,18029.94,logistics
5,3,2024-03,3605.99,services
3,5,2024-04,11570.55,logistics
5,3,2024-04,2314.11,services
3,5,2024-05,14508.27,utilities
3,5,2024-07,17619.16,utilities
3,5,2024-08,23803.14,logistics
3,5,2024-09,22444.32,services
3,5,2024-10,21603.64,retail_pos
3,5,2024-11,23208.5,retail_pos
3,5,2025-01,17822.68,raw_materials
3,5,2025-02,19335.07,utilities
3,5,2025-04,9531.53,utilities
3,5,2025-05,21273.28,raw_materials
3,5,2025-06,16341.1,logistics
5,171,2024-03,27177.31,utilities
5,171,2024-04,33070.41,raw_materials
171,5,2024-04,6614.08,services
5,171,2024-05,14651.39,logistics
5,171,2024-06,14709.69,logistics
5,171,2024-07,18769.06,logistics
5,171,2024-08,10360.9,raw_materials
5,171,2024-09,22152.78,logistics
5,171,2024-10,21067.61,retail_pos
5,171,2025-01,31545.41,logistics
5,171,2025-02,28808.07,retail_pos
5,171,2025-04,25443.88,raw_materials
5,171,2025-05,30820.52,retail_pos
5,171,2025-06,22154.43,utilities
5,3,2024-02,4223.6,services
5,3,2024-03,5452.21,retail_pos
5,3,2024-04,8627.4,raw_materials
5,3,2024-05,6033.48,utilities
5,3,2024-07,10899.05,logistics
5,3,2024-08,8170.19,raw_materials
3,5,2024-08,1634.04,services
5,3,2024-09,8629.45,logistics
5,3,2024-11,4611.69,logistics
5,3,2024-12,5204.19,utilities
5,3,2025-02,5781.97,retail_pos
5,3,2025-03,5896.59,retail_pos
5,3,2025-04,7381.4,services
5,3,2025-05,8511.07,utilities
5,3,2025-06,8608.75,retail_pos
5,117,2024-01,6946.99,utilities
5,117,2024-02,10235.37,utilities
5,117,2024-03,8357.8,services
5,117,2024-04,8987.32,utilities
5,117,2024-05,5422.48,services
5,117,2024-06,6157.38,retail_pos
5,117,2024-07,4200.76,retail_pos
5,117,2024-08,5655.96,logistics
5,117,2024-09,5429.82,logistics
5,117,2024-10,4162.17,utilities
5,117,2024-11,5427.94,retail_pos
117,5,2024-11,1085.59,services
5,117,2024-12,6741.69,utilities
5,117,2025-01,7953.35,logistics
5,117,2025-02,7353.97,services
5,117,2025-03,7874.29,retail_pos
5,117,2025-04,6069.86,logistics
5,117,2025-06,6471.64,services
5,60,2024-01,8261.5,retail_pos
5,60,2024-02,15184.68,utilities
5,60,2024-03,13503.05,logistics
5,60,2024-04,21109.64,logistics
5,60,2024-05,26929.04,raw_materials
5,60,2024-06,17451.45,retail_pos
5,60,2024-08,16204.65,raw_materials
5,60,2024-09,16014.08,raw_materials
5,60,2024-10,9259.61,utilities
5,60,2024-11,10730.97,logistics
5,60,2025-01,13148.17,raw_materials
5,60,2025-02,14856.94,raw_materials
5,60,2025-03,21554.02,utilities
5,60,2025-05,26117.49,retail_pos
5,60,2025-06,24208.38,services
6,160,2024-01,18085.36,services
160,6,2024-01,3617.07,services
6,160,2024-02,12750.61,services
6,160,2024-05,36120.16,services
6,160,2024-08,21106.62,retail_pos
6,160,2024-09,13743.59,utilities
6,160,2024-11,16653.95,utilities
6,160,2025-01,20424.38,raw_materials
6,160,2025-04,24454.25,services
6,160,2025-05,44404.25,services
6,160,2025-06,14065.94,raw_materials
7,3,2024-01,2981.03,logistics
7,3,2024-02,6449.94,services
7,3,2024-03,1757.29,utilities
7,3,2024-04,2295.1,utilities
7,3,2024-06,4867.7,retail_pos
7,3,2024-07,4994.66,retail_pos
7,3,2024-08,7133.56,raw_materials
7,3,2024-09,3423.93,logistics
7,3,2024-10,4619.05,utilities
7,3,2024-11,4063.51,raw_materials
7,3,2024-12,3931.95,services
7,3,2025-01,3788.56,retail_pos
7,3,2025-02,3164.89,logistics
7,3,2025-03,1912.64,retail_pos
7,3,2025-04,2019.58,logistics
7,3,2025-06,5864.91,logistics
7,60,2024-01,5804.98,logistics
7,60,2024-02,7476.9,services
7,60,2024-03,4055.03,logistics
7,60,2024-04,5852.09,services
7,60,2024-05,4319.89,retail_pos
7,60,2024-06,2751.76,logistics
7,60,2024-07,2006.5,raw_materials
60,7,2024-07,401.3,services
7,60,2024-08,3381.88,utilities
7,60,2024-09,3026.66,utilities
7,60,2024-10,3525.28,logistics
7,60,2024-11,6580.03,logistics
7,60,2025-01,7431.59,retail_pos
7,60,2025-02,4691.7,utilities
7,60,2025-03,5905.34,utilities
7,60,2025-04,4242.47,retail_pos
7,60,2025-05,3341.44,retail_pos
7,60,2025-06,3882.57,retail_pos
7,81,2024-01,12444.15,raw_materials
7,81,2024-02,17438.97,raw_materials
7,81,2024-03,14572.44,utilities
7,81,2024-04,23658.17,utilities
7,81,2024-05,26868.09,utilities
81,7,2024-05,5373.62,services
7,81,2024-06,22617.23,retail_pos
7,81,2024-07,22282.81,raw_materials
7,81,2024-08,27407.22,logistics
7,81,2024-09,24937.4,logistics
7,81,2024-10,12536.81,logistics
7,81,2024-11,12432.61,logistics
7,81,2024-12,11422.85,raw_materials
7,81,2025-01,14581.13,logistics
7,81,2025-02,15057.7,services
7,81,2025-04,21621.53,services
7,81,2025-05,20691.59,retail_pos
7,81,2025-06,27677.1,logistics
7,123,2024-01,13968.75,utilities
7,123,2024-02,17787.82,raw_materials
7,123,2024-03,21325.61,services
7,123,2024-04,24686.8,utilities
7,123,2024-05,19856.71,retail_pos
7,123,2024-08,18612.87,utilities
7,123,2024-09,31753.68,retail_pos
7,123,2024-10,19242.95,services
7,123,2024-11,18564.17,utilities
7,123,2024-12,17168.85,utilities
7,123,2025-03,14011.37,services
7,123,2025-04,14873.74,logistics
7,123,2025-05,20506.77,retail_pos
7,123,2025-06,21964.92,logistics
8,86,2024-01,8419.04,utilities
8,86,2024-02,19131.56,raw_materials
8,86,2024-03,13722.87,raw_materials
8,86,2024-04,14050.36,logistics
8,86,2024-05,10602.3,services
8,86,2024-06,12501.99,retail_pos
8,86,2024-07,13538.07,logistics
8,86,2024-10,8240.27,utilities
8,86,2024-11,9507.53,services
8,86,2025-01,7901.29,retail_pos
8,86,2025-02,9310.97,utilities
8,86,2025-03,13062.81,raw_materials
8,86,2025-05,13340.43,raw_materials
8,86,2025-06,16040.07,utilities
8,36,2024-02,15071.63,raw_materials
8,36,2024-03,14162.11,logistics
8,36,2024-04,21146.9,raw_materials
8,36,2024-05,19327.45,retail_pos
8,36,2024-06,10550.02,raw_materials
8,36,2024-08,11816.45,services
8,36,2024-10,7013.94,services
36,8,2024-10,1402.79,services
8,36,2024-12,9045.4,retail_pos
8,36,2025-02,11237.66,raw_materials
8,36,2025-03,13292.64,utilities
8,36,2025-04,10896.15,retail_pos
8,36,2025-05,17132.39,services
8,36,2025-06,15162.56,raw_materials
8,121,2024-02,17139.91,utilities
8,121,2024-03,36414.58,logistics
8,121,2024-04,28296.91,raw_materials
8,121,2024-05,51666.81,logistics
8,121,2024-06,34487.97,retail_pos
8,121,2024-08,41418.31,raw_materials
8,121,2024-09,28760.35,retail_pos
8,121,2024-11,29608.02,logistics
8,121,2024-12,29763.06,utilities
8,121,2025-01,17543.9,services
8,121,2025-02,27226.28,utilities
8,121,2025-03,19431.65,retail_pos
8,121,2025-06,60975.02,services
9,112,2024-02,16704.62,logistics
9,112,2024-03,18806.16,retail_pos
9,112,2024-04,23833.12,services
9,112,2024-05,20075.98,logistics
9,112,2024-06,35410.32,logistics
9,112,2024-07,38072.29,logistics
9,112,2024-08,32936.41,raw_materials
9,112,2024-10,22604.81,retail_pos
9,112,2024-11,27464.17,services
9,112,2025-04,17592.88,utilities
9,112,2025-05,24250.33,raw_materials
9,112,2025-06,29654.03,services
9,109,2024-01,19108.6,retail_pos
9,109,2024-02,18725.61,retail_pos
9,109,2024-03,19261.33,retail_pos
9,109,2024-04,21977.68,services
9,109,2024-05,15561.44,services
9,109,2024-07,14731.19,raw_materials
9,109,2024-08,37469.96,utilities
9,109,2024-09,27891.39,utilities
9,109,2024-10,44984.1,logistics
9,109,2024-11,29412.24,raw_materials
9,109,2024-12,26544.2,services
9,109,2025-02,20463.37,raw_materials
9,109,2025-03,18665.32,services
9,109,2025-04,15213.56,services
9,109,2025-06,17733.36,logistics
9,43,2024-03,35062.56,utilities
9,43,2024-06,28290.46,utilities
9,43,2024-07,28231.99,retail_pos
9,43,2024-09,65540.37,utilities
9,43,2024-10,25731.6,logistics
9,43,2024-11,38825.83,utilities
9,43,2025-01,51454.66,utilities
9,43,2025-02,45365.3,services
9,43,2025-04,17514.23,raw_materials
9,43,2025-05,18441.91,utilities
9,43,2025-06,27003.51,services
9,130,2024-01,12145.47,logistics
9,130,2024-02,14842.01,services
9,130,2024-04,13568.5,utilities
9,130,2024-05,17258.77,raw_materials
9,130,2024-06,14856.2,logistics
9,130,2024-07,22851.97,utilities
9,130,2024-08,23729.51,raw_materials
130,9,2024-08,4745.9,services
9,130,2024-11,9465.51,logistics
9,130,2025-01,12785.2,logistics
9,130,2025-02,12483.92,services
130,9,2025-02,2496.78,services
9,130,2025-03,10084.37,raw_materials
130,9,2025-03,2016.87,services
9,130,2025-05,16447.94,retail_pos
9,130,2025-06,20189.05,logistics
10,36,2024-01,9150.66,retail_pos
10,36,2024-02,11208.58,logistics
10,36,2024-04,16582.76,retail_pos
10,36,2024-05,10440.28,retail_pos
10,36,2024-06,6220.13,raw_materials
10,36,2024-08,8872.21,retail_pos
10,36,2024-09,6453.49,retail_pos
10,36,2024-10,7264.78,services
10,36,2024-11,7545.57,utilities
10,36,2024-12,8032.54,utilities
10,36,2025-01,10468.33,logistics
10,36,2025-03,13143.27,utilities
10,36,2025-04,17860.12,services
10,36,2025-05,9710.09,services
10,36,2025-06,5949.51,services
11,83,2024-03,40302.21,logistics
11,83,2024-04,34600.41,retail_pos
11,83,2024-05,33443.99,utilities
11,83,2024-06,23263.83,logistics
11,83,2024-07,31967.98,utilities
11,83,2024-09,59183.12,logistics
11,83,2024-10,29590.78,utilities
11,83,2024-11,73799.69,raw_materials
11,83,2024-12,62116.71,logistics
11,83,2025-01,41650.88,services
11,83,2025-02,63684.47,raw_materials
11,83,2025-04,25300.23,utilities
11,83,2025-06,18277.19,services
11,145,2024-01,6868.76,retail_pos
11,145,2024-02,9044.7,services
11,145,2024-03,10123.76,utilities
11,145,2024-04,7269.73,raw_materials
11,145,2024-05,12605.81,utilities
11,145,2024-06,6480.17,services
11,145,2024-07,6698.52,utilities
11,145,2024-08,4901.87,raw_materials
11,145,2024-10,5587.73,logistics
11,145,2024-11,7010.92,logistics
11,145,2024-12,8094.72,retail_pos
11,145,2025-01,6482.51,retail_pos
11,145,2025-02,7125.36,logistics
11,145,2025-03,5877.61,utilities
11,145,2025-04,10474.95,raw_materials
11,145,2025-05,8069.73,logistics
11,145,2025-06,7447.98,services
11,24,2024-01,9354.94,services
24,11,2024-01,1870.99,services
11,24,2024-02,6645.27,utilities
11,24,2024-03,8103.51,raw_materials
11,24,2024-04,11113.73,retail_pos
11,24,2024-05,11900.57,logistics
11,24,2024-06,7447.51,services
11,24,2024-07,11263.96,raw_materials
11,24,2024-08,20256.1,retail_pos
11,24,2024-09,8904.75,logistics
11,24,2024-10,10932.36,raw_materials
11,24,2024-12,5121.07,logistics
11,24,2025-01,5470.24,services
11,24,2025-02,7059.42,logistics
11,24,2025-03,9248.78,retail_pos
11,24,2025-05,14578.11,raw_materials
11,24,2025-06,7499.79,utilities
24,11,2025-06,1499.96,services
12,86,2024-01,10953.08,utilities
12,86,2024-02,15060.69,services
12,86,2024-03,9077.48,utilities
12,86,2024-04,18802.89,utilities
12,86,2024-05,18793.72,raw_materials
12,86,2024-07,24248.97,retail_pos
12,86,2024-09,24104.9,logistics
12,86,2024-10,12069.6,utilities
86,12,2024-10,2413.92,services
12,86,2024-11,16479.12,logistics
12,86,2024-12,11775.17,utilities
12,86,2025-01,7465.81,retail_pos
12,86,2025-02,9110.82,retail_pos
12,86,2025-03,16764.54,services
12,86,2025-04,10834.93,retail_pos
12,86,2025-05,11095.63,retail_pos
12,86,2025-06,16089.85,utilities
13,36,2024-01,9468.86,services
13,36,2024-02,9379.14,retail_pos
13,36,2024-03,11574.44,services
13,36,2024-04,7978.2,retail_pos
13,36,2024-05,7325.06,logistics
13,36,2024-07,5272.53,raw_materials
13,36,2024-10,9085.75,utilities
13,36,2024-12,9512.48,utilities
13,36,2025-01,8978.37,logistics
13,36,2025-02,9955.09,services
13,36,2025-04,8515.78,raw_materials
13,36,2025-05,7153.67,retail_pos
13,36,2025-06,5511.8,services
13,29,2024-01,7809.9,retail_pos
13,29,2024-03,5899.79,utilities
13,29,2024-05,5214.4,logistics
13,29,2024-06,4165.25,services
13,29,2024-08,6446.35,logistics
29,13,2024-08,1289.27,services
13,29,2024-10,8856.17,retail_pos
13,29,2024-11,10602.59,logistics
13,29,2024-12,6360.24,raw_materials
13,29,2025-01,8721.05,logistics
13,29,2025-02,4590.78,raw_materials
13,29,2025-03,7465.68,logistics
13,29,2025-04,5095.4,utilities
13,29,2025-05,5198.29,utilities
13,29,2025-06,5808.24,utilities
14,82,2024-01,23554.45,utilities
14,82,2024-02,20718.12,raw_materials
14,82,2024-03,27002.12,logistics
14,82,2024-04,24143.88,services
14,82,2024-05,25022.45,services
14,82,2024-06,52232.67,logistics
14,82,2024-07,58664.7,services
14,82,2024-08,26521.15,retail_pos
14,82,2024-09,18983.17,logistics
14,82,2024-10,39056.28,services
14,82,2024-11,15995.06,retail_pos
14,82,2024-12,18573.25,logistics
14,82,2025-01,25255.2,raw_materials
14,82,2025-03,24432.17,logistics
14,82,2025-04,28814.85,raw_materials
14,82,2025-06,32637.0,retail_pos
82,14,2025-06,6527.4,services
15,139,2024-01,39668.12,raw_materials
15,139,2024-03,31998.91,logistics
15,139,2024-04,14649.83,raw_materials
139,15,2024-04,2929.97,services
15,139,2024-05,27247.34,utilities
15,139,2024-06,34690.84,services
15,139,2024-07,35256.17,utilities
15,139,2024-08,31581.22,retail_pos
15,139,2024-09,36911.91,logistics
15,139,2024-10,45961.69,logistics
15,139,2024-12,29892.86,utilities
15,139,2025-01,26149.71,logistics
15,139,2025-03,24011.11,raw_materials
15,139,2025-04,21214.01,logistics
15,139,2025-05,16510.16,raw_materials
15,139,2025-06,28548.49,retail_pos
16,124,2024-01,19175.74,raw_materials
16,124,2024-04,14815.51,logistics
16,124,2024-05,7145.54,raw_materials
16,124,2024-06,12354.68,retail_pos
16,124,2024-07,14917.38,raw_materials
16,124,2024-08,13050.84,services
16,124,2024-09,37214.74,logistics
16,124,2024-10,32724.84,utilities
16,124,2024-11,22312.88,raw_materials
16,124,2024-12,23547.72,retail_pos
16,124,2025-01,22193.31,utilities
16,124,2025-02,32171.23,retail_pos
16,124,2025-03,16755.56,utilities
16,124,2025-04,17868.82,utilities
16,124,2025-05,14716.92,services
16,124,2025-06,12773.79,retail_pos
16,116,2024-02,53793.86,logistics
16,116,2024-03,79152.88,retail_pos
16,116,2024-04,46889.04,services
16,116,2024-05,37590.73,retail_pos
16,116,2024-06,31701.96,logistics
16,116,2024-07,22010.14,services
16,116,2024-09,27171.19,services
16,116,2024-10,46130.82,raw_materials
16,116,2024-11,23410.45,logistics
16,116,2024-12,51923.94,raw_materials
16,116,2025-01,41377.43,utilities
16,116,2025-02,45324.17,utilities
16,116,2025-03,52579.16,logistics
16,116,2025-04,54125.6,raw_materials
16,116,2025-06,36111.14,utilities
16,68,2024-02,12109.5,logistics
16,68,2024-03,8692.61,services
68,16,2024-03,1738.52,services
16,68,2024-04,11356.88,services
16,68,2024-05,12130.19,services
16,68,2024-07,4840.55,utilities
16,68,2024-09,5532.71,logistics
16,68,2024-11,9515.08,logistics
16,68,2025-01,8918.24,services
16,68,2025-02,7365.62,logistics
16,68,2025-03,13846.25,raw_materials
16,68,2025-04,11686.18,services
16,68,2025-06,5528.14,logistics
17,209,2024-02,10672.08,raw_materials
17,209,2024-03,7515.26,raw_materials
17,209,2024-04,7025.21,logistics
17,209,2024-06,13015.58,retail_pos
17,209,2024-07,8963.55,logistics
17,209,2024-08,12589.15,services
17,209,2024-10,7696.87,services
17,209,2024-11,7408.59,logistics
17,209,2024-12,5880.73,utilities
209,17,2024-12,1176.15,services
17,209,2025-01,6958.05,logistics
17,209,2025-02,8557.72,retail_pos
17,209,2025-03,11791.29,utilities
17,209,2025-04,9019.04,retail_pos
17,209,2025-05,8621.67,utilities
17,209,2025-06,6921.73,utilities
17,24,2024-01,11129.27,utilities
17,24,2024-02,7716.31,raw_materials
17,24,2024-03,11074.43,raw_materials
17,24,2024-04,13128.5,raw_materials
17,24,2024-05,14641.37,utilities
17,24,2024-06,14395.72,logistics
17,24,2024-07,13485.88,logistics
24,17,2024-07,2697.18,services
17,24,2024-08,11143.88,utilities
17,24,2024-09,18620.34,raw_materials
17,24,2024-10,15321.6,utilities
17,24,2024-11,12661.79,retail_pos
17,24,2024-12,9243.1,retail_pos
17,24,2025-01,7727.23,logistics
17,24,2025-03,9617.47,retail_pos
17,24,2025-04,10020.24,raw_materials
17,24,2025-05,16172.14,utilities
17,24,2025-06,16124.11,services
17,155,2024-02,16717.29,utilities
17,155,2024-03,11935.54,services
17,155,2024-04,15824.73,retail_pos
17,155,2024-05,25301.19,utilities
17,155,2024-06,14951.28,utilities
17,155,2024-07,15200.66,raw_materials
17,155,2024-08,24730.17,utilities
17,155,2024-09,12697.48,retail_pos
17,155,2025-01,9333.58,logistics
17,155,2025-02,11770.67,services
17,155,2025-03,10773.58,utilities
17,155,2025-04,15869.21,logistics
17,155,2025-05,14420.19,retail_pos
17,155,2025-06,19393.93,services
18,88,2024-01,15702.39,utilities
18,88,2024-02,15317.31,services
18,88,2024-03,12729.01,logistics
18,88,2024-04,19946.77,raw_materials
18,88,2024-05,14904.23,services
18,88,2024-06,19535.51,retail_pos
18,88,2024-07,15935.51,retail_pos
18,88,2024-08,20035.08,utilities
88,18,2024-08,4007.02,services
18,88,2024-09,14425.97,logistics
18,88,2024-11,7731.87,retail_pos
18,88,2024-12,14605.6,utilities
18,88,2025-01,10728.23,retail_pos
18,88,2025-02,18974.75,retail_pos
18,88,2025-03,21756.98,logistics
18,88,2025-04,18391.37,services
18,88,2025-05,38460.86,utilities
18,88,2025-06,20480.07,retail_pos
18,117,2024-02,19099.7,utilities
18,117,2024-03,28561.82,logistics
18,117,2024-04,24856.94,utilities
18,117,2024-05,16222.88,services
18,117,2024-06,31447.46,logistics
117,18,2024-06,6289.49,services
18,117,2024-07,22787.59,utilities
117,18,2024-07,4557.52,services
18,117,2024-09,15167.34,raw_materials
117,18,2024-09,3033.47,services
18,117,2024-11,18789.17,utilities
18,117,2024-12,15559.8,retail_pos
18,117,2025-02,26542.56,services
18,117,2025-03,35472.93,retail_pos
18,117,2025-04,23354.67,utilities
18,60,2024-01,22377.87,logistics
18,60,2024-02,31230.63,raw_materials
18,60,2024-03,15526.75,utilities
18,60,2024-04,10450.34,raw_materials
18,60,2024-06,16895.15,logistics
18,60,2024-08,27394.16,raw_materials
18,60,2024-09,28778.42,raw_materials
18,60,2024-10,33772.3,retail_pos
18,60,2024-11,17259.49,logistics
18,60,2024-12,36197.81,utilities
18,60,2025-01,28386.6,raw_materials
18,60,2025-03,17980.27,logistics
18,60,2025-05,19787.13,logistics
18,60,2025-06,11240.44,utilities
18,135,2024-01,3478.07,utilities
18,135,2024-02,7052.57,services
18,135,2024-03,6824.82,raw_materials
135,18,2024-03,1364.96,services
18,135,2024-04,8625.83,raw_materials
18,135,2024-05,10497.78,retail_pos
18,135,2024-06,9139.13,utilities
18,135,2024-07,10984.26,logistics
18,135,2024-08,3206.96,services
18,135,2024-09,5750.88,utilities
18,135,2024-10,6137.79,services
18,135,2024-11,2816.93,utilities
18,135,2024-12,3842.71,raw_materials
18,135,2025-02,6306.83,retail_pos
18,135,2025-04,5828.86,services
18,135,2025-05,7167.26,retail_pos
18,135,2025-06,8904.15,raw_materials
19,71,2024-01,16739.98,raw_materials
71,19,2024-01,3348.0,services
19,71,2024-02,13813.21,raw_materials
19,71,2024-03,14344.91,logistics
19,71,2024-04,10483.41,utilities
19,71,2024-05,6970.19,utilities
19,71,2024-08,7051.97,retail_pos
19,71,2024-09,6466.01,services
19,71,2024-10,8894.82,retail_pos
19,71,2025-02,16394.46,services
19,71,2025-03,16099.85,services
19,71,2025-04,13232.78,services
20,49,2024-02,21274.88,utilities
20,49,2024-04,37932.34,services
20,49,2024-06,25550.04,logistics
49,20,2024-06,5110.01,services
20,49,2024-07,34797.48,retail_pos
20,49,2024-08,17973.22,raw_materials
20,49,2024-09,45369.8,raw_materials
20,49,2024-10,34865.78,raw_materials
20,49,2024-11,44120.89,utilities
20,49,2024-12,25316.19,logistics
20,49,2025-01,31213.28,services
20,49,2025-02,32692.57,utilities
20,49,2025-04,15473.55,logistics
20,49,2025-05,20434.51,utilities
20,49,2025-06,26253.54,logistics
20,79,2024-01,34067.81,raw_materials
20,79,2024-02,35491.27,raw_materials
20,79,2024-03,26225.29,logistics
20,79,2024-04,24358.18,raw_materials
20,79,2024-05,28436.77,retail_pos
79,20,2024-05,5687.35,services
20,79,2024-06,24899.08,services
20,79,2024-07,16647.94,retail_pos
79,20,2024-07,3329.59,services
20,79,2024-08,23547.55,logistics
20,79,2024-09,26546.29,services
20,79,2024-11,40554.37,services
20,79,2024-12,35441.42,raw_materials
20,79,2025-02,32714.34,utilities
20,79,2025-04,45981.13,services
20,79,2025-05,22222.63,retail_pos
20,129,2024-01,8123.97,logistics
20,129,2024-02,8914.62,services
20,129,2024-03,9836.76,retail_pos
20,129,2024-04,8391.96,services
20,129,2024-05,13566.87,utilities
20,129,2024-07,11895.62,services
20,129,2024-09,9556.05,retail_pos
20,129,2024-10,7802.78,retail_pos
20,129,2024-11,7866.89,services
20,129,2024-12,7809.46,utilities
20,129,2025-01,8690.23,raw_materials
20,129,2025-02,8478.86,retail_pos
20,129,2025-03,8166.62,raw_materials
20,129,2025-05,12868.66,logistics
20,129,2025-06,13877.45,services
21,188,2024-01,10931.05,retail_pos
21,188,2024-02,15220.58,services
21,188,2024-03,14804.56,utilities
21,188,2024-04,10352.66,utilities
21,188,2024-05,23721.8,services
21,188,2024-06,14942.23,retail_pos
21,188,2024-08,20559.96,raw_materials
21,188,2024-09,21457.4,raw_materials
21,188,2024-10,14014.49,utilities
21,188,2024-11,15223.27,raw_materials
21,188,2024-12,10482.24,utilities
21,188,2025-01,11613.66,raw_materials
21,188,2025-02,12311.73,logistics
21,188,2025-03,16914.38,logistics
21,188,2025-04,15796.72,logistics
21,188,2025-06,12255.43,logistics
21,119,2024-01,7577.84,raw_materials
21,119,2024-02,2713.92,services
21,119,2024-03,6669.86,logistics
21,119,2024-04,6435.52,raw_materials
21,119,2024-05,5255.03,services
21,119,2024-06,6281.04,services
21,119,2024-08,6829.56,utilities
21,119,2024-10,9132.36,logistics
21,119,2024-12,5952.67,logistics
21,119,2025-01,3719.3,raw_materials
21,119,2025-02,5170.8,logistics
21,119,2025-03,4027.44,utilities
21,119,2025-04,3884.1,utilities
21,119,2025-05,7469.81,raw_materials
21,119,2025-06,5142.52,raw_materials
24,66,2024-01,14789.11,logistics
24,66,2024-04,28053.32,logistics
24,66,2024-06,27950.78,utilities
24,66,2024-08,16082.18,logistics
24,66,2024-09,10335.63,utilities
24,66,2025-01,17509.1,retail_pos
66,24,2025-01,3501.82,services
24,66,2025-02,11642.83,retail_pos
24,66,2025-03,21891.16,retail_pos
24,66,2025-04,12639.02,raw_materials
24,66,2025-05,18230.37,retail_pos
24,17,2024-01,18435.5,retail_pos
24,17,2024-03,11603.17,retail_pos
17,24,2024-03,2320.63,services
24,17,2024-04,8608.22,logistics
24,17,2024-05,15790.52,utilities
24,17,2024-08,21335.16,retail_pos
24,17,2024-10,16113.69,utilities
24,17,2024-11,15075.58,logistics
24,17,2024-12,13051.76,logistics
24,17,2025-02,17579.98,retail_pos
24,17,2025-03,8290.39,raw_materials
24,17,2025-04,13155.25,raw_materials
24,17,2025-05,16456.42,retail_pos
24,17,2025-06,20056.65,logistics
24,105,2024-01,16972.6,raw_materials
24,105,2024-02,12565.27,retail_pos
24,105,2024-03,10140.61,services
24,105,2024-04,9538.64,services
24,105,2024-05,10010.91,raw_materials
24,105,2024-06,4189.31,services
